Session,Yearspan,SessionStartYear,Name,Party,Gendercheck,Gender,Chamber,District,Home County
General Assembly 82 (2007–2009),(2007–2009),2007,Matt W. Windschitl,Republican,0,M,House,56,Harrison
General Assembly 82 (2007–2009),(2007–2009),2007,Philip L. Wise,Democrat,0,M,House,92,Lee
General Assembly 82 (2007–2009),(2007–2009),2007,Gary Worthan,Republican,0,M,House,52,Buena Vista
General Assembly 82 (2007–2009),(2007–2009),2007,Ray S. Zirkelbach,Democrat,0,M,House,31,Jones
General Assembly 83 (2009–2011),(2009–2011),2009,Ako Abdul-Samad,Democrat,0,M,House,66,Polk
General Assembly 83 (2009–2011),(2009–2011),2009,Dwayne Alons,Republican,0,M,House,4,Sioux
General Assembly 83 (2009–2011),(2009–2011),2009,Richard T. Anderson,Republican,0,M,House,97,Page
General Assembly 83 (2009–2011),(2009–2011),2009,Richard D. Arnold,Republican,0,M,House,72,Lucas
General Assembly 83 (2009–2011),(2009–2011),2009,McKinley D. Bailey,Democrat,0,M,House,9,Hamilton
General Assembly 83 (2009–2011),(2009–2011),2009,Clel Baudler,Republican,0,M,House,58,Adair
General Assembly 83 (2009–2011),(2009–2011),2009,John W. Beard,Democrat,0,M,House,16,Winneshiek
General Assembly 83 (2009–2011),(2009–2011),2009,Paul A. Bell,Democrat,0,M,House,41,Jasper
General Assembly 83 (2009–2011),(2009–2011),2009,Deborah L. Berry,Democrat,7,F,House,22,Black Hawk
General Assembly 83 (2009–2011),(2009–2011),2009,Polly Bukta,Democrat,7,F,House,26,Clinton
General Assembly 83 (2009–2011),(2009–2011),2009,Kerry Burt,Democrat,0,M,House,21,Black Hawk
General Assembly 83 (2009–2011),(2009–2011),2009,Royd E. Chambers,Republican,0,M,House,5,O’Brien
General Assembly 83 (2009–2011),(2009–2011),2009,Dennis M. Cohoon,Democrat,0,M,House,88,Des Moines
General Assembly 83 (2009–2011),(2009–2011),2009,Peter Cownie,Republican,0,M,House,60,Polk
General Assembly 83 (2009–2011),(2009–2011),2009,Betty R. De Boef,Republican,6,F,House,76,Keokuk
General Assembly 83 (2009–2011),(2009–2011),2009,Dave Deyoe,Republican,0,M,House,10,Story
General Assembly 83 (2009–2011),(2009–2011),2009,Cecil Dolecheck,Republican,0,M,House,96,Ringgold
General Assembly 83 (2009–2011),(2009–2011),2009,Jack Drake,Republican,0,M,House,57,Cass
General Assembly 83 (2009–2011),(2009–2011),2009,Gene Ficken,Democrat,0,M,House,23,Buchanan
General Assembly 83 (2009–2011),(2009–2011),2009,Wayne W. Ford,Democrat,0,M,House,65,Polk
General Assembly 83 (2009–2011),(2009–2011),2009,Greg Forristall,Republican,0,M,House,98,Pottawattamie
General Assembly 83 (2009–2011),(2009–2011),2009,Marcella R. Frevert,Democrat,7,F,House,7,Palo Alto
General Assembly 83 (2009–2011),(2009–2011),2009,Mary A. Gaskill,Democrat,9,F,House,93,Wapello
General Assembly 83 (2009–2011),(2009–2011),2009,Elesha L. Gayman,Democrat,2,F,House,84,Scott
General Assembly 83 (2009–2011),(2009–2011),2009,Pat Grassley,Republican,0,M,House,17,Butler
General Assembly 83 (2009–2011),(2009–2011),2009,Chris Hagenow,Republican,0,M,House,59,Polk
General Assembly 83 (2009–2011),(2009–2011),2009,Curt Hanson,Democrat,0,M,House,90,Jefferson
General Assembly 83 (2009–2011),(2009–2011),2009,David E. Heaton,Republican,0,M,House,91,Henry
General Assembly 83 (2009–2011),(2009–2011),2009,Lisa Heddens,Democrat,9,F,House,46,Story
General Assembly 83 (2009–2011),(2009–2011),2009,Erik Helland,Republican,0,M,House,69,Polk
General Assembly 83 (2009–2011),(2009–2011),2009,Lance J. Horbach,Republican,0,M,House,40,Tama
General Assembly 83 (2009–2011),(2009–2011),2009,Bruce L. Hunter,Democrat,0,M,House,62,Polk
General Assembly 83 (2009–2011),(2009–2011),2009,Daniel A. Huseman,Republican,0,M,House,53,Cherokee
General Assembly 83 (2009–2011),(2009–2011),2009,Geri D. Huser,Democrat,7,F,House,42,Polk
General Assembly 83 (2009–2011),(2009–2011),2009,Charles Isenhart,Democrat,0,M,House,27,Dubuque
General Assembly 83 (2009–2011),(2009–2011),2009,Dave Jacoby,Democrat,0,M,House,30,Johnson
General Assembly 83 (2009–2011),(2009–2011),2009,Jeff Kaufmann,Republican,0,M,House,79,Cedar
General Assembly 83 (2009–2011),(2009–2011),2009,Jerry A. Kearns,Democrat,0,M,House,92,Lee
General Assembly 83 (2009–2011),(2009–2011),2009,Doris J. Kelley,Democrat,2,F,House,20,Black Hawk
General Assembly 83 (2009–2011),(2009–2011),2009,Kevin Koester,Republican,0,M,House,70,Polk
General Assembly 83 (2009–2011),(2009–2011),2009,Bob Kressig,Democrat,0,M,House,19,Black Hawk
General Assembly 83 (2009–2011),(2009–2011),2009,Mark A. Kuhn,Democrat,0,M,House,14,Floyd
General Assembly 83 (2009–2011),(2009–2011),2009,Vicki Lensing,Democrat,10,F,House,78,Johnson
General Assembly 83 (2009–2011),(2009–2011),2009,Steven F. Lukan,Republican,0,M,House,32,Dubuque
General Assembly 83 (2009–2011),(2009–2011),2009,Jim Lykam,Democrat,0,M,House,85,Scott
General Assembly 83 (2009–2011),(2009–2011),2009,Larry K. Marek,Democrat,0,M,House,89,Washington
General Assembly 83 (2009–2011),(2009–2011),2009,Mary Mascher,Democrat,13,F,House,77,Johnson
General Assembly 83 (2009–2011),(2009–2011),2009,Mike May,Republican,0,M,House,6,Dickinson
General Assembly 83 (2009–2011),(2009–2011),2009,Kevin M. McCarthy,Democrat,0,M,House,67,Polk
General Assembly 83 (2009–2011),(2009–2011),2009,Dolores M. Mertz,Democrat,11,F,House,8,Kossuth
General Assembly 83 (2009–2011),(2009–2011),2009,Helen Miller,Democrat,8,F,House,49,Webster
General Assembly 83 (2009–2011),(2009–2011),2009,Linda J. Miller,Republican,5,F,House,82,Scott
General Assembly 83 (2009–2011),(2009–2011),2009,Patrick Murphy,Democrat,0,M,House,28,Dubuque
General Assembly 83 (2009–2011),(2009–2011),2009,Jo Oldson,Democrat,9,F,House,61,Polk
General Assembly 83 (2009–2011),(2009–2011),2009,Donovan Olson,Democrat,0,M,House,48,Boone
General Assembly 83 (2009–2011),(2009–2011),2009,Rick L. Olson,Democrat,0,M,House,68,Polk
General Assembly 83 (2009–2011),(2009–2011),2009,Steven N. Olson,Republican,0,M,House,83,Clinton
General Assembly 83 (2009–2011),(2009–2011),2009,Tyler Olson,Democrat,0,M,House,38,Linn
General Assembly 83 (2009–2011),(2009–2011),2009,Eric J. Palmer,Democrat,0,M,House,75,Mahaska
General Assembly 83 (2009–2011),(2009–2011),2009,Kraig Paulsen,Republican,0,M,House,35,Linn
General Assembly 83 (2009–2011),(2009–2011),2009,Janet Petersen,Democrat,10,F,House,64,Polk
General Assembly 83 (2009–2011),(2009–2011),2009,Dawn E. Pettengill,Republican,7,F,House,39,Benton
General Assembly 83 (2009–2011),(2009–2011),2009,Brian J. Quirk,Democrat,0,M,House,15,Chickasaw
General Assembly 83 (2009–2011),(2009–2011),2009,J. Scott Raecker,Republican,0,M,House,63,Polk
General Assembly 83 (2009–2011),(2009–2011),2009,Christopher C. Rants,Republican,0,M,House,54,Woodbury
General Assembly 83 (2009–2011),(2009–2011),2009,Henry V. Rayhons,Republican,0,M,House,11,Hancock
General Assembly 83 (2009–2011),(2009–2011),2009,Michael J. Reasoner,Democrat,0,M,House,95,Union
General Assembly 83 (2009–2011),(2009–2011),2009,Nathan K. Reichert,Democrat,0,M,House,80,Muscatine
General Assembly 83 (2009–2011),(2009–2011),2009,Rod A. Roberts,Republican,0,M,House,51,Carroll
General Assembly 83 (2009–2011),(2009–2011),2009,Kirsten Running-Marquardt,Democrat,6,F,House,33,Linn
General Assembly 83 (2009–2011),(2009–2011),2009,Thomas R. Sands,Republican,0,M,House,87,Louisa
General Assembly 83 (2009–2011),(2009–2011),2009,Tom J. Schueller,Democrat,0,M,House,25,Jackson
General Assembly 83 (2009–2011),(2009–2011),2009,Renee Schulte,Republican,2,F,House,37,Linn
General Assembly 83 (2009–2011),(2009–2011),2009,Jason Schultz,Republican,0,M,House,55,Crawford
General Assembly 83 (2009–2011),(2009–2011),2009,Paul C. Shomshor Jr.,Democrat,0,M,House,100,Pottawattamie
General Assembly 83 (2009–2011),(2009–2011),2009,Mark Smith,Democrat,0,M,House,43,Marshall
General Assembly 83 (2009–2011),(2009–2011),2009,Chuck Soderberg,Republican,0,M,House,3,Plymouth
General Assembly 83 (2009–2011),(2009–2011),2009,Kent Sorenson,Republican,0,M,House,74,Warren
General Assembly 83 (2009–2011),(2009–2011),2009,Sharon S. Steckman,Democrat,6,F,House,13,Cerro Gordo
General Assembly 83 (2009–2011),(2009–2011),2009,Doug L. Struyk,Republican,0,M,House,99,Pottawattamie
General Assembly 83 (2009–2011),(2009–2011),2009,Kurt Swaim,Democrat,0,M,House,94,Davis
General Assembly 83 (2009–2011),(2009–2011),2009,Annette Sweeney,Republican,4,F,House,44,Hardin
General Assembly 83 (2009–2011),(2009–2011),2009,Dick D. Taylor,Democrat,0,M,House,33,Linn
General Assembly 83 (2009–2011),(2009–2011),2009,Todd E. Taylor,Democrat,0,M,House,34,Linn
General Assembly 83 (2009–2011),(2009–2011),2009,Phyllis Thede,Democrat,6,F,House,81,Scott
General Assembly 83 (2009–2011),(2009–2011),2009,Roger Thomas,Democrat,0,M,House,24,Clayton
General Assembly 83 (2009–2011),(2009–2011),2009,David A. Tjepkes,Republican,0,M,House,50,Webster
General Assembly 83 (2009–2011),(2009–2011),2009,Jodi S. Tymeson,Republican,5,F,House,73,Madison
General Assembly 83 (2009–2011),(2009–2011),2009,Linda L. Upmeyer,Republican,9,F,House,12,Hancock
General Assembly 83 (2009–2011),(2009–2011),2009,James L. Van Engelenhoven,Republican,0,M,House,71,Marion
General Assembly 83 (2009–2011),(2009–2011),2009,Nick Wagner,Republican,0,M,House,36,Linn
General Assembly 83 (2009–2011),(2009–2011),2009,Ralph C. Watts,Republican,0,M,House,47,Dallas
General Assembly 83 (2009–2011),(2009–2011),2009,Roger F. Wendt,Democrat,0,M,House,2,Woodbury
General Assembly 83 (2009–2011),(2009–2011),2009,Andrew J. Wenthe,Democrat,0,M,House,18,Fayette
General Assembly 83 (2009–2011),(2009–2011),2009,Beth Wessel-Kroeschell,Democrat,8,F,House,45,Story
General Assembly 83 (2009–2011),(2009–2011),2009,John R. Whitaker,Democrat,0,M,House,90,Van Buren
General Assembly 83 (2009–2011),(2009–2011),2009,Wesley E. Whitead,Democrat,0,M,House,1,Woodbury
General Assembly 83 (2009–2011),(2009–2011),2009,Nathan Willems,Democrat,0,M,House,29,Linn
General Assembly 83 (2009–2011),(2009–2011),2009,Cindy Winckler,Democrat,10,F,House,86,Scott
General Assembly 83 (2009–2011),(2009–2011),2009,Matt W. Windschitl,Republican,0,M,House,56,Harrison
General Assembly 83 (2009–2011),(2009–2011),2009,Gary Worthan,Republican,0,M,House,52,Buena Vista
General Assembly 83 (2009–2011),(2009–2011),2009,Ray S. Zirkelbach,Democrat,0,M,House,31,Jones
General Assembly 84 (2011–2013),(2011–2013),2011,Ako Abdul-Samad,Democrat,0,M,House,66,Polk
General Assembly 84 (2011–2013),(2011–2013),2011,Dwayne Alons,Republican,0,M,House,4,Sioux
General Assembly 84 (2011–2013),(2011–2013),2011,Richard T. Anderson,Republican,0,M,House,97,Page
General Assembly 84 (2011–2013),(2011–2013),2011,Richard D. Arnold,Republican,0,M,House,72,Lucas
General Assembly 84 (2011–2013),(2011–2013),2011,Chip Baltimore,Republican,0,M,House,48,Boone
General Assembly 84 (2011–2013),(2011–2013),2011,Clel Baudler,Republican,0,M,House,58,Adair
General Assembly 84 (2011–2013),(2011–2013),2011,Deborah L. Berry,Democrat,7,F,House,22,Black Hawk
General Assembly 84 (2011–2013),(2011–2013),2011,Mark Brandenburg,Republican,0,M,House,100,Pottawattamie
General Assembly 84 (2011–2013),(2011–2013),2011,Josh Byrnes,Republican,0,M,House,14,Mitchell
General Assembly 84 (2011–2013),(2011–2013),2011,Royd E. Chambers,Republican,0,M,House,5,O’Brien
General Assembly 84 (2011–2013),(2011–2013),2011,Dennis M. Cohoon,Democrat,0,M,House,88,Des Moines
General Assembly 84 (2011–2013),(2011–2013),2011,Peter Cownie,Republican,0,M,House,60,Polk
General Assembly 84 (2011–2013),(2011–2013),2011,Betty R. De Boef,Republican,6,F,House,76,Keokuk
General Assembly 84 (2011–2013),(2011–2013),2011,Dave Deyoe,Republican,0,M,House,10,Story
General Assembly 84 (2011–2013),(2011–2013),2011,Cecil Dolecheck,Republican,0,M,House,96,Ringgold
General Assembly 84 (2011–2013),(2011–2013),2011,Jack Drake,Republican,0,M,House,57,Cass
General Assembly 84 (2011–2013),(2011–2013),2011,Greg Forristall,Republican,0,M,House,98,Pottawattamie
General Assembly 84 (2011–2013),(2011–2013),2011,Joel Fry,Republican,0,M,House,95,Clarke
General Assembly 84 (2011–2013),(2011–2013),2011,Ruth Ann Gaines,Democrat,5,F,House,65,Polk
General Assembly 84 (2011–2013),(2011–2013),2011,Julian B. Garrett,Republican,0,M,House,73,Warren
General Assembly 84 (2011–2013),(2011–2013),2011,Mary A. Gaskill,Democrat,9,F,House,93,Wapello
General Assembly 84 (2011–2013),(2011–2013),2011,Pat Grassley,Republican,0,M,House,17,Butler
General Assembly 84 (2011–2013),(2011–2013),2011,Chris Hagenow,Republican,0,M,House,59,Polk
General Assembly 84 (2011–2013),(2011–2013),2011,Robert A. Hager,Republican,0,M,House,16,Allamakee
General Assembly 84 (2011–2013),(2011–2013),2011,Chris Hall,Democrat,0,M,House,2,Woodbury
General Assembly 84 (2011–2013),(2011–2013),2011,Curt Hanson,Democrat,0,M,House,90,Jefferson
General Assembly 84 (2011–2013),(2011–2013),2011,Mary Ann Hanusa,Republican,5,F,House,99,Pottawattamie
General Assembly 84 (2011–2013),(2011–2013),2011,David E. Heaton,Republican,0,M,House,91,Henry
General Assembly 84 (2011–2013),(2011–2013),2011,Lisa Heddens,Democrat,9,F,House,46,Story
General Assembly 84 (2011–2013),(2011–2013),2011,Lee Hein,Republican,0,M,House,31,Jones
General Assembly 84 (2011–2013),(2011–2013),2011,Erik Helland,Republican,0,M,House,69,Polk
General Assembly 84 (2011–2013),(2011–2013),2011,Lance J. Horbach,Republican,0,M,House,40,Tama
General Assembly 84 (2011–2013),(2011–2013),2011,Bruce L. Hunter,Democrat,0,M,House,62,Polk
General Assembly 84 (2011–2013),(2011–2013),2011,Daniel A. Huseman,Republican,0,M,House,53,Cherokee
General Assembly 84 (2011–2013),(2011–2013),2011,Charles Isenhart,Democrat,0,M,House,27,Dubuque
General Assembly 84 (2011–2013),(2011–2013),2011,Stewart E. Iverson Jr.,Republican,0,M,House,9,Wright
General Assembly 84 (2011–2013),(2011–2013),2011,Dave Jacoby,Democrat,0,M,House,30,Johnson
General Assembly 84 (2011–2013),(2011–2013),2011,Ron Jorgensen,Republican,0,M,House,54,Woodbury
General Assembly 84 (2011–2013),(2011–2013),2011,Anesa Kajtazovic,Democrat,2,F,House,21,Black Hawk
General Assembly 84 (2011–2013),(2011–2013),2011,Jeff Kaufmann,Republican,0,M,House,79,Cedar
General Assembly 84 (2011–2013),(2011–2013),2011,Jerry A. Kearns,Democrat,0,M,House,92,Lee
General Assembly 84 (2011–2013),(2011–2013),2011,Daniel Kelley,Democrat,0,M,House,41,Jasper
General Assembly 84 (2011–2013),(2011–2013),2011,Jarad J. Klein,Republican,0,M,House,89,Washington
General Assembly 84 (2011–2013),(2011–2013),2011,Kevin Koester,Republican,0,M,House,70,Polk
General Assembly 84 (2011–2013),(2011–2013),2011,Bob Kressig,Democrat,0,M,House,19,Black Hawk
General Assembly 84 (2011–2013),(2011–2013),2011,Vicki Lensing,Democrat,10,F,House,78,Johnson
General Assembly 84 (2011–2013),(2011–2013),2011,Mark S. Lofgren,Republican,0,M,House,80,Muscatine
General Assembly 84 (2011–2013),(2011–2013),2011,Steven F. Lukan,Republican,0,M,House,32,Dubuque
General Assembly 84 (2011–2013),(2011–2013),2011,Jim Lykam,Democrat,0,M,House,85,Scott
General Assembly 84 (2011–2013),(2011–2013),2011,Mary Mascher,Democrat,13,F,House,77,Johnson
General Assembly 84 (2011–2013),(2011–2013),2011,Glen H. Massie,Republican,0,M,House,74,Warren
General Assembly 84 (2011–2013),(2011–2013),2011,Kevin M. McCarthy,Democrat,0,M,House,67,Polk
General Assembly 84 (2011–2013),(2011–2013),2011,Helen Miller,Democrat,8,F,House,49,Webster
General Assembly 84 (2011–2013),(2011–2013),2011,Linda J. Miller,Republican,5,F,House,82,Scott
General Assembly 84 (2011–2013),(2011–2013),2011,Brian Moore,Republican,0,M,House,25,Jackson
General Assembly 84 (2011–2013),(2011–2013),2011,Daniel Muhlbauer,Democrat,0,M,House,51,Crawford
General Assembly 84 (2011–2013),(2011–2013),2011,Patrick Murphy,Democrat,0,M,House,28,Dubuque
General Assembly 84 (2011–2013),(2011–2013),2011,Jo Oldson,Democrat,9,F,House,61,Polk
General Assembly 84 (2011–2013),(2011–2013),2011,Rick L. Olson,Democrat,0,M,House,68,Polk
General Assembly 84 (2011–2013),(2011–2013),2011,Steven N. Olson,Republican,0,M,House,83,Clinton
General Assembly 84 (2011–2013),(2011–2013),2011,Tyler Olson,Democrat,0,M,House,38,Linn
General Assembly 84 (2011–2013),(2011–2013),2011,Kraig Paulsen,Republican,0,M,House,35,Linn
General Assembly 84 (2011–2013),(2011–2013),2011,Ross C. Paustian,Republican,0,M,House,84,Scott
General Assembly 84 (2011–2013),(2011–2013),2011,Kim L. Pearson,Republican,1,F,House,42,Polk
General Assembly 84 (2011–2013),(2011–2013),2011,Janet Petersen,Democrat,10,F,House,64,Polk
General Assembly 84 (2011–2013),(2011–2013),2011,Dawn E. Pettengill,Republican,7,F,House,39,Benton
General Assembly 84 (2011–2013),(2011–2013),2011,Brian J. Quirk,Democrat,0,M,House,15,Chickasaw
General Assembly 84 (2011–2013),(2011–2013),2011,J. Scott Raecker,Republican,0,M,House,63,Polk
General Assembly 84 (2011–2013),(2011–2013),2011,Dan J. Rasmussen,Republican,0,M,House,23,Buchanan
General Assembly 84 (2011–2013),(2011–2013),2011,Henry V. Rayhons,Republican,0,M,House,11,Hancock
General Assembly 84 (2011–2013),(2011–2013),2011,Walt Rogers,Republican,0,M,House,20,Black Hawk
General Assembly 84 (2011–2013),(2011–2013),2011,Kirsten Running-Marquardt,Democrat,6,F,House,33,Linn
General Assembly 84 (2011–2013),(2011–2013),2011,Thomas R. Sands,Republican,0,M,House,87,Louisa
General Assembly 84 (2011–2013),(2011–2013),2011,Renee Schulte,Republican,2,F,House,37,Linn
General Assembly 84 (2011–2013),(2011–2013),2011,Jason Schultz,Republican,0,M,House,55,Crawford
General Assembly 84 (2011–2013),(2011–2013),2011,Tom Shaw,Republican,0,M,House,8,Pocahontas
General Assembly 84 (2011–2013),(2011–2013),2011,Jeff Smith,Republican,0,M,House,6,Dickinson
General Assembly 84 (2011–2013),(2011–2013),2011,Mark Smith,Democrat,0,M,House,43,Marshall
General Assembly 84 (2011–2013),(2011–2013),2011,Chuck Soderberg,Republican,0,M,House,3,Plymouth
General Assembly 84 (2011–2013),(2011–2013),2011,Sharon S. Steckman,Democrat,6,F,House,13,Cerro Gordo
General Assembly 84 (2011–2013),(2011–2013),2011,Kurt Swaim,Democrat,0,M,House,94,Davis
General Assembly 84 (2011–2013),(2011–2013),2011,Annette Sweeney,Republican,4,F,House,44,Hardin
General Assembly 84 (2011–2013),(2011–2013),2011,Jeremy J. Taylor,Republican,0,M,House,1,Woodbury
General Assembly 84 (2011–2013),(2011–2013),2011,Todd E. Taylor,Democrat,0,M,House,34,Linn
General Assembly 84 (2011–2013),(2011–2013),2011,Phyllis Thede,Democrat,6,F,House,81,Scott
General Assembly 84 (2011–2013),(2011–2013),2011,Roger Thomas,Democrat,0,M,House,24,Clayton
General Assembly 84 (2011–2013),(2011–2013),2011,David A. Tjepkes,Republican,0,M,House,50,Webster
General Assembly 84 (2011–2013),(2011–2013),2011,Linda L. Upmeyer,Republican,9,F,House,12,Hancock
General Assembly 84 (2011–2013),(2011–2013),2011,James L. Van Engelenhoven,Republican,0,M,House,71,Marion
General Assembly 84 (2011–2013),(2011–2013),2011,Guy Vander Linden,Republican,0,M,House,75,Mahaska
General Assembly 84 (2011–2013),(2011–2013),2011,Nick Wagner,Republican,0,M,House,36,Linn
General Assembly 84 (2011–2013),(2011–2013),2011,Ralph C. Watts,Republican,0,M,House,47,Dallas
General Assembly 84 (2011–2013),(2011–2013),2011,Andrew J. Wenthe,Democrat,0,M,House,18,Fayette
General Assembly 84 (2011–2013),(2011–2013),2011,Beth Wessel-Kroeschell,Democrat,8,F,House,45,Story
General Assembly 84 (2011–2013),(2011–2013),2011,Nathan Willems,Democrat,0,M,House,29,Linn
General Assembly 84 (2011–2013),(2011–2013),2011,Cindy Winckler,Democrat,10,F,House,86,Scott
General Assembly 84 (2011–2013),(2011–2013),2011,Matt W. Windschitl,Republican,0,M,House,56,Harrison
General Assembly 84 (2011–2013),(2011–2013),2011,John Wittneben,Democrat,0,M,House,7,Emmet
General Assembly 84 (2011–2013),(2011–2013),2011,Mary Lynn Wolfe,Democrat,5,F,House,26,Clinton
General Assembly 84 (2011–2013),(2011–2013),2011,Gary Worthan,Republican,0,M,House,52,Buena Vista
General Assembly 85 (2013–2015),(2013–2015),2013,Ako Abdul-Samad,Democrat,0,M,House,35,Polk
General Assembly 85 (2013–2015),(2013–2015),2013,Dwayne Alons,Republican,0,M,House,4,Sioux
General Assembly 85 (2013–2015),(2013–2015),2013,Marti Anderson,Democrat,4,F,House,36,Polk
General Assembly 85 (2013–2015),(2013–2015),2013,Robert P. Bacon,Republican,0,M,House,48,Story
General Assembly 85 (2013–2015),(2013–2015),2013,Chip Baltimore,Republican,0,M,House,47,Boone
General Assembly 85 (2013–2015),(2013–2015),2013,Clel Baudler,Republican,0,M,House,20,Adair
General Assembly 85 (2013–2015),(2013–2015),2013,Bruce Bearinger,Democrat,0,M,House,64,Fayette
General Assembly 85 (2013–2015),(2013–2015),2013,Deborah L. Berry,Democrat,7,F,House,62,Black Hawk
General Assembly 85 (2013–2015),(2013–2015),2013,Mark Brandenburg,Republican,0,M,House,15,Pottawattamie
General Assembly 85 (2013–2015),(2013–2015),2013,Josh Byrnes,Republican,0,M,House,51,Mitchell
General Assembly 85 (2013–2015),(2013–2015),2013,Dennis M. Cohoon,Democrat,0,M,House,87,Des Moines
General Assembly 85 (2013–2015),(2013–2015),2013,Mark Costello,Republican,0,M,House,23,Mills
General Assembly 85 (2013–2015),(2013–2015),2013,Peter Cownie,Republican,0,M,House,42,Polk
General Assembly 85 (2013–2015),(2013–2015),2013,Dave Dawson,Democrat,0,M,House,14,Woodbury
General Assembly 85 (2013–2015),(2013–2015),2013,Dave Deyoe,Republican,0,M,House,49,Story
General Assembly 85 (2013–2015),(2013–2015),2013,Cecil Dolecheck,Republican,0,M,House,24,Ringgold
General Assembly 85 (2013–2015),(2013–2015),2013,Jack Drake,Republican,0,M,House,21,Cass
General Assembly 85 (2013–2015),(2013–2015),2013,Nancy Dunkel,Democrat,2,F,House,57,Dubuque
General Assembly 85 (2013–2015),(2013–2015),2013,Dean Fisher,Republican,0,M,House,72,Tama
General Assembly 85 (2013–2015),(2013–2015),2013,John Forbes,Democrat,0,M,House,40,Polk
General Assembly 85 (2013–2015),(2013–2015),2013,Greg Forristall,Republican,0,M,House,22,Pottawattamie
General Assembly 85 (2013–2015),(2013–2015),2013,Joel Fry,Republican,0,M,House,27,Clarke
General Assembly 85 (2013–2015),(2013–2015),2013,Ruth Ann Gaines,Democrat,5,F,House,32,Polk
General Assembly 85 (2013–2015),(2013–2015),2013,Julian B. Garrett,Republican,0,M,House,25,Warren
General Assembly 85 (2013–2015),(2013–2015),2013,Mary A. Gaskill,Democrat,9,F,House,81,Wapello
General Assembly 85 (2013–2015),(2013–2015),2013,Tedd Gassman,Republican,0,M,House,7,Winnebago
General Assembly 85 (2013–2015),(2013–2015),2013,Pat Grassley,Republican,0,M,House,50,Butler
General Assembly 85 (2013–2015),(2013–2015),2013,Stan Gustafson,Republican,0,M,House,25,Madison
General Assembly 85 (2013–2015),(2013–2015),2013,Chris Hagenow,Republican,0,M,House,43,Polk
General Assembly 85 (2013–2015),(2013–2015),2013,Chris Hall,Democrat,0,M,House,13,Woodbury
General Assembly 85 (2013–2015),(2013–2015),2013,Curt Hanson,Democrat,0,M,House,82,Jefferson
General Assembly 85 (2013–2015),(2013–2015),2013,Mary Ann Hanusa,Republican,5,F,House,16,Pottawattamie
General Assembly 85 (2013–2015),(2013–2015),2013,Greg Heartsill,Republican,0,M,House,28,Marion
General Assembly 85 (2013–2015),(2013–2015),2013,David E. Heaton,Republican,0,M,House,84,Henry
General Assembly 85 (2013–2015),(2013–2015),2013,Lisa Heddens,Democrat,9,F,House,46,Story
General Assembly 85 (2013–2015),(2013–2015),2013,Lee Hein,Republican,0,M,House,96,Jones
General Assembly 85 (2013–2015),(2013–2015),2013,Jake Highfill,Republican,0,M,House,39,Polk
General Assembly 85 (2013–2015),(2013–2015),2013,Bruce L. Hunter,Democrat,0,M,House,34,Polk
General Assembly 85 (2013–2015),(2013–2015),2013,Daniel A. Huseman,Republican,0,M,House,3,Cherokee
General Assembly 85 (2013–2015),(2013–2015),2013,Charles Isenhart,Democrat,0,M,House,100,Dubuque
General Assembly 85 (2013–2015),(2013–2015),2013,Dave Jacoby,Democrat,0,M,House,74,Johnson
General Assembly 85 (2013–2015),(2013–2015),2013,Megan Jones,Republican,4,F,House,2,Clay
General Assembly 85 (2013–2015),(2013–2015),2013,Ron Jorgensen,Republican,0,M,House,6,Woodbury
General Assembly 85 (2013–2015),(2013–2015),2013,Anesa Kajtazovic,Democrat,2,F,House,61,Black Hawk
General Assembly 85 (2013–2015),(2013–2015),2013,Bobby Kaufmann,Republican,0,M,House,73,Cedar
General Assembly 85 (2013–2015),(2013–2015),2013,Jerry A. Kearns,Democrat,0,M,House,83,Lee
General Assembly 85 (2013–2015),(2013–2015),2013,Daniel Kelley,Democrat,0,M,House,29,Jasper
General Assembly 85 (2013–2015),(2013–2015),2013,Jarad J. Klein,Republican,0,M,House,78,Washington
General Assembly 85 (2013–2015),(2013–2015),2013,Kevin Koester,Republican,0,M,House,38,Polk
General Assembly 85 (2013–2015),(2013–2015),2013,Bob Kressig,Democrat,0,M,House,59,Black Hawk
General Assembly 85 (2013–2015),(2013–2015),2013,John Landon,Republican,0,M,House,37,Polk
General Assembly 85 (2013–2015),(2013–2015),2013,Vicki Lensing,Democrat,10,F,House,85,Johnson
General Assembly 85 (2013–2015),(2013–2015),2013,Mark S. Lofgren,Republican,0,M,House,91,Muscatine
General Assembly 85 (2013–2015),(2013–2015),2013,Daniel Lundby,Democrat,0,M,House,68,Linn
General Assembly 85 (2013–2015),(2013–2015),2013,Jim Lykam,Democrat,0,M,House,89,Scott
General Assembly 85 (2013–2015),(2013–2015),2013,Mary Mascher,Democrat,13,F,House,86,Johnson
General Assembly 85 (2013–2015),(2013–2015),2013,David E. Maxwell,Republican,0,M,House,76,Poweshiek
General Assembly 85 (2013–2015),(2013–2015),2013,Kevin M. McCarthy,Democrat,0,M,House,33,Polk
General Assembly 85 (2013–2015),(2013–2015),2013,Brian Meyer,Democrat,0,M,House,33,Polk
General Assembly 85 (2013–2015),(2013–2015),2013,Helen Miller,Democrat,8,F,House,9,Webster
General Assembly 85 (2013–2015),(2013–2015),2013,Linda J. Miller,Republican,5,F,House,94,Scott
General Assembly 85 (2013–2015),(2013–2015),2013,Brian Moore,Republican,0,M,House,58,Jackson
